date,goalCompletionLocation,goalPreviousStep1,goalPreviousStep2,goal3Completions,goal5Completions
2019-08-20,/courses/professional-software-development/thank-you-syllabus-download/,/events/info-taster-session-events/,/courses/professional-software-development/,0,0
2019-08-20,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,(entrance),0,1
2019-08-20,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-08-20,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-08-20,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),1,0
2019-08-20,/events/edinburgh/,/events/,(entrance),0,1
2019-08-20,/events/glasgow/,/glasgow/,(entrance),0,0
2019-08-20,/events/glasgow/,/glasgow/,/,0,0
2019-08-20,/events/glasgow/,/glasgow/,/courses/professional-software-development/,0,0
2019-08-20,/events/info-taster-session-events/,(entrance),(not set),0,1
2019-08-20,/events/info-taster-session-events/,/about-us/our-team/,/the-codeclan-experience/a-typical-day/,0,0
2019-08-20,/events/info-taster-session-events/,/courses/professional-software-development/career-support/,/courses/professional-software-development/,0,0
2019-08-20,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,1,0
2019-08-21,/blog/why-learn-coding/coding-guide-download/,(entrance),(not set),1,0
2019-08-21,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,1
2019-08-21,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-21,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,1
2019-08-21,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-08-21,/courses/professional-software-development/thank-you-syllabus-download/,/events/info-taster-session-events/,(entrance),0,0
2019-08-21,/courses/thank-you-applying-web-development/,(entrance),(not set),0,1
2019-08-21,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,(entrance),0,0
2019-08-21,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-08-21,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-08-21,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/,0,0
2019-08-21,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/edinburgh/,0,1
2019-08-21,/events/glasgow/,/glasgow/,/,0,0
2019-08-21,/events/info-taster-session-events/,(entrance),(not set),0,0
2019-08-21,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-21,/events/info-taster-session-events/,/courses/professional-software-development/apply/,/courses/professional-software-development/curriculum/,1,0
2019-08-21,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-08-21,/updates/newsletter-thank-you/,/glasgow/,(entrance),0,0
2019-08-22,/blog/why-learn-coding/coding-guide-download/,(entrance),(not set),0,0
2019-08-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-08-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-08-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-08-22,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-08-22,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,/,1,0
2019-08-22,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-08-22,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-08-22,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/courses/professional-software-development/,1,0
2019-08-22,/events/edinburgh/,/for-employers/,/,0,0
2019-08-22,/events/glasgow/,/glasgow/,/campuses/,0,0
2019-08-22,/events/info-taster-session-events/,/events/info-taster-session-events/,/courses/professional-software-development/cost-and-funding/,0,0
2019-08-22,/events/info-taster-session-events/?fbclid=IwAR13K0gCuIUNxoA0ioXaH_j9mPFvPZm37hPXAhorPBa22F9qX7OnFCoIacQ,(entrance),(not set),0,0
2019-08-23,(entrance),(not set),(not set),0,0
2019-08-23,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-08-23,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-08-23,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,1
2019-08-23,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
2019-08-23,/events/glasgow/,/,(entrance),0,1
2019-08-23,/events/glasgow/,/events/glasgow/,/glasgow/,1,1
2019-08-23,/events/info-taster-session-events/,/,(entrance),0,0
2019-08-23,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-08-23,/events/info-taster-session-events/,/courses/professional-software-development/apply/,/courses/professional-software-development/,0,1
2019-08-23,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-08-24,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/,0,1
2019-08-24,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-08-24,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-08-24,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-08-24,/events/info-taster-session-events/,/,/,0,0
2019-08-24,/events/info-taster-session-events/,/events/,(entrance),0,0
2019-08-24,/events/info-taster-session-events/,/events/,/,0,0
2019-08-25,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-08-25,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),1,1
2019-08-25,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-25,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-08-25,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,1
2019-08-25,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,0
2019-08-25,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,/courses/edinburgh/,1,0
2019-08-25,/events/glasgow/,/glasgow/,(entrance),0,2
2019-08-25,/events/info-taster-session-events/,/data-analysis-announcement/data-course-application-process/,/courses/professional-software-development/application-and-dates/,0,0
2019-08-25,/events/info-taster-session-events/,/events/,/glasgow/,0,0
2019-08-25,/events/info-taster-session-events/,/events/taster-sessions/,(entrance),0,0
2019-08-26,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-08-26,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),1,0
2019-08-26,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-08-26,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/full-stack-web-development/,0,0
2019-08-26,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,1
2019-08-26,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-08-26,/events/glasgow/,/,(entrance),0,0
2019-08-26,/events/info-taster-session-events/,(entrance),(not set),0,0
2019-08-26,/events/info-taster-session-events/,/,/courses/,0,0
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,0
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,1,0
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/data-analysis-announcement/,1,1
2019-08-27,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/edinburgh/,1,0
2019-08-27,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,/courses/edinburgh/,1,0
2019-08-27,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-08-27,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-08-27,/enquire/thank-you-for-your-enquiry/,/enquire/,/,1,0
2019-08-27,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/hire-with-codeclan/,0,0
2019-08-27,/events/edinburgh/,/courses/browse-all-course-dates/,/courses/professional-software-development/,0,0
2019-08-27,/events/edinburgh/,/Edinburgh/,(entrance),0,0
2019-08-27,/events/glasgow/,/events/,/,0,0
2019-08-27,/events/glasgow/,/glasgow/,(entrance),0,1
2019-08-27,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-08-27,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-27,/events/info-taster-session-events/,/courses/professional-software-development/career-support/,/courses/professional-software-development/,0,0
2019-08-27,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,0,1
2019-08-27,/events/info-taster-session-events/,/events/,/,0,0
2019-08-28,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/data-analysis-announcement/apply-for-data-analysis/,0,1
2019-08-28,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,1
2019-08-28,/courses/professional-software-development/thank-you-syllabus-download/,/data-analysis-announcement/cost-and-funding/,/courses/professional-software-development/,0,0
2019-08-28,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,0
2019-08-28,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),0,0
2019-08-28,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-08-28,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/data-course-application-process/,/data-analysis-announcement/,0,0
2019-08-28,/events/glasgow/,/events/,/,0,0
2019-08-28,/events/glasgow/,/events/,/digital-careers/support-engineer/,0,1
2019-08-28,/events/glasgow/,/glasgow/,(entrance),0,0
2019-08-28,/events/info-taster-session-events/,(entrance),(not set),0,0
2019-08-28,/events/info-taster-session-events/,/,(entrance),1,0
2019-08-28,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-08-28,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-08-28,/events/info-taster-session-events/,/courses/professional-software-development/cost-and-funding/,/courses/browse-all-course-dates/,0,1
2019-08-28,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edinburgh/,0,1
2019-08-28,/updates/newsletter-thank-you/,/glasgow/,/digital-careers/,0,0
2019-08-29,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-08-29,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,(entrance),0,0
2019-08-29,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/data-course-application-process/,0,0
2019-08-29,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/hire-with-codeclan/,0,1
2019-08-29,/events/edinburgh/,/courses/bespoke-courses/,/courses/,0,0
2019-08-29,/events/glasgow/,/glasgow/,/,0,0
2019-08-29,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/,0,0
2019-08-29,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-08-30,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,1
2019-08-30,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-30,/enquire/thank-you-for-your-enquiry/,/for-employers/become-a-partner/,/for-employers/hire-with-codeclan/,0,0
2019-08-30,/events/glasgow/,/glasgow/,/,1,0
2019-08-30,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-08-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,0
2019-08-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-08-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/application-and-dates/,0,0
2019-08-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,2,0
2019-08-31,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-08-31,/courses/thank-you-for-your-application/,(entrance),(not set),1,0
2019-08-31,/events/edinburgh/,/edinburgh/,/,0,0
2019-08-31,/events/glasgow/,/for-employers/,/,0,0
2019-08-31,/events/glasgow/,/glasgow/,/,0,1
2019-08-31,/events/info-taster-session-events/,/courses/browse-all-course-dates/,/courses/edinburgh/,0,0
2019-08-31,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/edinburgh/,0,2
2019-08-31,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/glasgow/,0,2
2019-08-31,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-08-31,/events/info-taster-session-events/,/events/info-taster-session-events/,(entrance),2,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/student-projects/,0,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-09-01,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/apply/,(entrance),0,2
2019-09-01,/events/edinburgh/,(entrance),(not set),1,0
2019-09-01,/events/glasgow/,/events/,/glasgow/,0,0
2019-09-01,/events/glasgow/,/glasgow/,(entrance),0,0
2019-09-01,/events/info-taster-session-events/,/courses/browse-all-course-dates/,/courses/glasgow/,0,0
2019-09-01,/events/info-taster-session-events/,/events/info-taster-session-events/,(entrance),0,0
2019-09-02,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-09-02,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-09-02,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/,1,0
2019-09-02,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/application-and-dates/,0,0
2019-09-02,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,1,0
2019-09-02,/events/edinburgh/,(entrance),(not set),0,0
2019-09-02,/events/edinburgh/,/courses/,(entrance),0,0
2019-09-02,/events/edinburgh/,/events/,/,0,0
2019-09-02,/events/glasgow/,/courses/professional-software-development/apply/,/courses/professional-software-development/curriculum/,0,0
2019-09-02,/events/glasgow/,/events/,/,0,0
2019-09-02,/events/glasgow/,/events/,/courses/,0,0
2019-09-02,/events/glasgow/,/glasgow/,/,0,1
2019-09-02,/events/glasgow/,/Glasgow/,(entrance),0,0
2019-09-02,/events/info-taster-session-events/,(entrance),(not set),0,0
2019-09-02,/events/info-taster-session-events/,/courses/full-stack-web-development/,/courses/glasgow/,1,0
2019-09-02,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,0,0
2019-09-02,/events/info-taster-session-events/,/courses/r-programming/,/courses/ux-advanced/,0,0
2019-09-02,/events/info-taster-session-events/,/data-analysis-announcement/,/,1,0
2019-09-02,/events/info-taster-session-events/,/data-analysis-announcement/cost-and-funding/,/glasgow/,0,0
2019-09-02,/events/info-taster-session-events/,/events/,/courses/,1,0
2019-09-03,/blog/why-learn-coding/coding-guide-download/,(entrance),(not set),0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),1,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edaid-apply/,0,1
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/edinburgh/,0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/glasgow/,0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-03,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,1,0
2019-09-03,/courses/thank-you-for-joining-our-understanding-programming-course/,/courses/understanding-programming/,/courses/,1,0
2019-09-03,/courses/thank-you-for-your-application/,(entrance),(not set),0,1
2019-09-03,/courses/thank-you-for-your-application/,/courses/edaid-apply/psd/course_application_2,/courses/edaid-apply/psd/course_application_1,0,0
2019-09-03,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,1
2019-09-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/courses/professional-software-development/,/data-analysis-announcement/,0,1
2019-09-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/,1,0
2019-09-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/,1,0
2019-09-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/data-analysis-announcement/data-course-application-process/,0,0
2019-09-03,/events/glasgow/,(entrance),(not set),0,0
2019-09-03,/events/glasgow/,/events/,/,0,0
2019-09-03,/events/glasgow/,/Glasgow/,(entrance),1,0
2019-09-03,/events/info-taster-session-events/,(entrance),(not set),0,1
2019-09-03,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/,0,1
2019-09-03,/events/info-taster-session-events/,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,0,0
2019-09-03,/events/info-taster-session-events/,/courses/understanding-programming/,/courses/,0,0
2019-09-03,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/browse-all-course-dates/,0,0
2019-09-03,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edaid-apply/,1,0
2019-09-03,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/edinburgh/,0,0
2019-09-03,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/professional-software-development/,1,0
2019-09-03,/events/info-taster-session-events/,/for-employers/,(entrance),0,0
2019-09-03,/events/info-taster-session-events/,/glasgow/,(entrance),0,0
2019-09-04,/blog/why-learn-coding/coding-guide-download/,/about-us/,/blog/why-learn-coding/,0,0
2019-09-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/,0,0
2019-09-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-09-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-04,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/the-codeclan-experience/a-typical-day/,3,0
2019-09-04,/courses/thank-you-data-analysis-application/,(entrance),(not set),0,0
2019-09-04,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,1
2019-09-04,/courses/thank-you-for-joining-our-programming-with-r-course/,/courses/programming-with-r/,/,0,0
2019-09-04,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,1,0
2019-09-04,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/,/courses/glasgow/,0,1
2019-09-04,/enquire/thank-you-for-your-enquiry/,/enquire/,(entrance),0,1
2019-09-04,/events/glasgow/,/glasgow/,/,0,0
2019-09-04,/events/info-taster-session-events/,/,(entrance),0,0
2019-09-04,/events/info-taster-session-events/,/about-us/,(entrance),0,0
2019-09-04,/events/info-taster-session-events/,/courses/professional-software-development/,/,0,0
2019-09-04,/events/info-taster-session-events/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-04,/events/info-taster-session-events/,/courses/statistical-modelling/,/courses/intro-to-r/,0,0
2019-09-05,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),0,0
2019-09-05,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-09-05,/courses/thank-you-for-joining-our-ux-design-fundamentals-course/,/courses/ux-design-fundamentals/,(entrance),0,0
2019-09-05,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-09-05,/courses/thank-you-for-your-application/,/events/edinburgh/,/events/,0,0
2019-09-05,/events/info-taster-session-events/,/,(entrance),0,0
2019-09-05,/events/info-taster-session-events/,/,/data-analysis-announcement/,0,1
2019-09-05,/events/info-taster-session-events/,/about-us/our-team/,/for-employers/hire-with-codeclan/,0,1
2019-09-05,/events/info-taster-session-events/,/courses/professional-software-development/cost-and-funding/,/courses/professional-software-development/,0,1
2019-09-05,/events/info-taster-session-events/,/courses/r-programming/,/courses/,1,0
2019-09-05,/events/info-taster-session-events/,/data-analysis-announcement/,/,0,0
2019-09-05,/updates/newsletter-thank-you/,/courses/professional-software-development/,/about-us/become-a-data-instructor/,1,0
2019-09-06,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,1
2019-09-06,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/,0,0
2019-09-06,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/,0,1
2019-09-06,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/the-codeclan-experience/a-typical-day/,1,0
2019-09-06,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_2,/courses/professional-software-development/apply/course_application_1,0,0
2019-09-06,/enquire/thank-you-for-your-enquiry/,/enquire/,(entrance),0,0
2019-09-06,/events/edinburgh/,/data-analysis-announcement/,/edinburgh/,0,0
2019-09-06,/events/edinburgh/,/edinburgh/,(entrance),0,0
2019-09-06,/events/edinburgh/,/events/,(entrance),0,0
2019-09-06,/events/glasgow/,/glasgow/,/,0,0
2019-09-06,/events/info-taster-session-events/,/for-employers/client-xperience/,/for-employers/employer-case-studies/,0,0
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/,0,0
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/full-stack-web-development/,0,0
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/data-analysis-announcement/,0,1
2019-09-07,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,1
2019-09-07,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,/data-analysis-announcement/apply-for-data-analysis/,/data-analysis-announcement/,0,0
2019-09-07,/events/info-taster-session-events/,/courses/professional-software-development/apply/,/courses/professional-software-development/,0,1
2019-09-07,/updates/newsletter-thank-you/,/,(entrance),0,0
2019-09-07,/updates/newsletter-thank-you/,/glasgow/,/,0,0
2019-09-08,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-09-08,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,1
2019-09-08,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,0
2019-09-08,/courses/thank-you-data-analysis-application/,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,0,0
2019-09-08,/courses/thank-you-for-your-application/,/courses/professional-software-development/apply/course_application_1,/courses/professional-software-development/apply/course_application_2,0,1
2019-09-08,/events/edinburgh/,/events/,(entrance),0,0
2019-09-08,/events/info-taster-session-events/,(entrance),(not set),0,1
2019-09-08,/events/info-taster-session-events/,/data-analysis-announcement/,/courses/,0,2
2019-09-08,/events/info-taster-session-events/,/events/,/,0,0
2019-09-08,/events/info-taster-session-events/,/events/,/the-codeclan-experience/a-typical-day/,0,0
2019-09-08,/events/info-taster-session-events/,/events/info-taster-session-events/,(entrance),0,0
2019-09-09,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/,0,0
2019-09-09,/blog/why-learn-coding/coding-guide-download/,/blog/why-learn-coding/,/courses/full-stack-web-development/,0,1
2019-09-09,/blog/why-learn-coding/coding-guide-download/,/edinburgh/,/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,(entrance),(not set),0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,(entrance),1,1
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/apply/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/cost-and-funding/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/professional-software-development/curriculum/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/courses/thank-you-for-your-application/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/professional-software-development/,/glasgow/,0,1
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/courses/understanding-programming/,/courses/full-stack-web-development/,0,0
2019-09-09,/courses/professional-software-development/thank-you-syllabus-download/,/events/edinburgh/,/courses/professional-software-development/,0,0
2019-09-09,/courses/thank-you-for-your-application/,(entrance),(not set),0,0
